"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2022-02-07","95.583","78.800","96.499","77.458","47.65M","21.30%"
"2022-02-06","78.800","76.787","79.285","76.021","10.31M","2.62%"
"2022-02-05","76.787","75.501","79.000","74.950","19.89M","1.70%"
"2022-02-04","75.501","70.100","75.850","69.557","17.99M","7.77%"
"2022-02-03","70.057","68.811","70.214","67.839","11.94M","1.81%"
"2022-02-02","68.811","72.222","72.524","68.217","14.40M","-4.72%"
"2022-02-01","72.222","71.117","72.438","70.395","11.39M","1.55%"
"2022-01-31","71.117","69.454","71.827","67.250","16.60M","2.39%"
"2022-01-30","69.456","71.202","71.953","69.066","10.06M","-2.45%"
"2022-01-29","71.202","70.501","72.124","70.267","12.84M","0.99%"
"2022-01-28","70.501","70.385","70.863","68.501","15.27M","0.16%"
"2022-01-27","70.385","71.074","71.733","67.816","18.38M","-0.97%"
"2022-01-26","71.073","70.464","75.249","69.417","28.80M","0.91%"
"2022-01-25","70.433","69.851","71.184","67.082","17.10M","0.83%"
"2022-01-24","69.851","71.746","71.746","63.333","42.77M","-2.64%"
"2022-01-23","71.746","68.073","72.395","67.309","21.53M","5.40%"
"2022-01-22","68.073","72.751","74.518","63.010","56.13M","-6.43%"
"2022-01-21","72.751","82.269","83.213","70.000","38.09M","-11.57%"
"2022-01-20","82.269","84.622","87.012","81.870","13.97M","-2.78%"
"2022-01-19","84.622","86.173","86.469","83.000","13.28M","-1.80%"
"2022-01-18","86.173","87.535","88.246","84.685","11.01M","-1.56%"
"2022-01-17","87.535","89.197","89.380","86.239","9.44M","-1.86%"
"2022-01-16","89.197","89.267","89.860","88.105","5.70M","-0.08%"
"2022-01-15","89.267","88.599","90.374","88.039","6.72M","0.75%"
"2022-01-14","88.599","87.804","90.299","85.900","14.10M","0.91%"
"2022-01-13","87.804","91.742","92.200","87.004","11.02M","-4.29%"
"2022-01-12","91.742","89.110","92.615","87.711","15.16M","2.95%"
"2022-01-11","89.110","85.415","89.652","84.600","12.49M","4.33%"
"2022-01-10","85.415","87.204","87.993","81.216","18.14M","-2.05%"
"2022-01-09","87.204","86.551","88.657","85.636","7.36M","0.76%"
"2022-01-08","86.550","88.274","90.008","84.000","13.90M","-1.95%"
"2022-01-07","88.274","90.450","90.608","85.056","22.83M","-2.41%"
"2022-01-06","90.450","89.965","91.724","85.935","14.79M","0.54%"
"2022-01-05","89.965","95.900","97.084","83.750","28.55M","-6.19%"
"2022-01-04","95.900","96.289","98.258","94.855","13.31M","-0.40%"
"2022-01-03","96.289","99.151","99.151","94.952","13.71M","-2.89%"
"2022-01-02","99.151","98.049","99.689","96.653","12.50M","1.12%"
"2022-01-01","98.049","95.600","98.672","95.600","17.12M","2.45%"
"2021-12-31","95.705","96.341","97.988","92.520","38.97M","-0.66%"
"2021-12-30","96.341","94.020","98.700","92.363","21.61M","2.47%"
"2021-12-29","94.020","97.817","99.200","93.333","19.58M","-3.88%"
"2021-12-28","97.817","106.111","106.129","97.202","21.90M","-7.79%"
"2021-12-27","106.085","104.942","109.521","104.651","17.41M","1.09%"
"2021-12-26","104.942","105.829","106.600","103.627","9.13M","-0.84%"
"2021-12-25","105.829","104.303","106.925","102.900","13.33M","1.61%"
"2021-12-24","104.151","113.700","113.981","101.555","40.89M","-8.40%"
"2021-12-23","113.700","108.761","116.050","107.000","32.25M","4.54%"
"2021-12-22","108.761","107.960","111.200","105.705","21.89M","0.74%"
"2021-12-21","107.960","100.000","109.570","97.122","24.21M","7.96%"
"2021-12-20","100.000","94.808","103.900","93.606","37.63M","5.48%"
"2021-12-19","94.808","94.099","96.499","93.247","11.61M","0.75%"
"2021-12-18","94.099","90.752","94.990","90.077","10.96M","3.69%"
"2021-12-17","90.752","91.576","94.732","88.197","16.58M","-0.90%"
"2021-12-16","91.576","94.393","95.633","91.544","13.25M","-2.98%"
"2021-12-15","94.393","92.384","95.806","88.781","17.66M","2.17%"
"2021-12-14","92.384","89.069","93.509","88.087","16.55M","3.72%"
"2021-12-13","89.069","95.594","96.078","86.668","20.89M","-6.83%"
"2021-12-12","95.594","95.433","97.396","92.164","11.74M","0.31%"
"2021-12-11","95.301","90.944","95.985","89.250","12.99M","4.79%"
"2021-12-10","90.944","97.781","100.396","90.052","27.12M","-6.99%"
"2021-12-09","97.781","98.123","106.298","94.785","38.50M","-0.35%"
"2021-12-08","98.123","92.664","100.458","91.358","23.94M","5.89%"
"2021-12-07","92.664","93.930","96.227","91.358","18.41M","-1.35%"
"2021-12-06","93.930","91.259","94.400","85.213","29.44M","2.93%"
"2021-12-05","91.259","96.110","97.860","87.401","35.00M","-5.05%"
"2021-12-04","96.110","104.752","105.001","81.000","95.33M","-8.20%"
"2021-12-03","104.700","110.330","111.788","101.500","17.29M","-5.09%"
"2021-12-02","110.312","111.964","111.964","108.509","13.17M","-1.48%"
"2021-12-01","111.964","113.193","115.503","110.920","11.69M","-1.07%"
