"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2018-11-27","40.564","39.913","41.595","38.450","222.14M","1.63%"
"2018-11-26","39.913","42.000","44.309","38.100","477.70M","-4.98%"
"2018-11-25","42.005","41.505","44.240","35.500","597.94M","1.20%"
"2018-11-24","41.505","45.500","46.734","40.802","214.04M","-8.78%"
"2018-11-23","45.500","47.400","48.000","44.030","278.39M","-4.01%"
"2018-11-22","47.400","50.064","50.390","47.211","128.67M","-5.32%"
"2018-11-21","50.061","49.000","51.700","46.900","279.50M","2.16%"
"2018-11-20","49.001","53.060","55.201","47.800","411.15M","-7.65%"
"2018-11-19","53.060","57.660","57.775","52.500","442.59M","-8.02%"
"2018-11-18","57.688","55.291","58.808","55.010","277.90M","4.34%"
"2018-11-17","55.291","53.000","56.533","52.222","143.84M","4.32%"
"2018-11-16","53.000","53.900","54.499","52.030","138.75M","-1.67%"
"2018-11-15","53.900","55.400","55.677","48.801","288.37M","-2.71%"
"2018-11-14","55.400","57.425","57.987","50.123","275.42M","-3.53%"
"2018-11-13","57.425","58.500","59.600","57.181","141.65M","-1.85%"
"2018-11-12","58.509","57.179","59.676","56.651","142.38M","2.43%"
"2018-11-11","57.121","57.200","57.450","55.800","84.09M","-0.14%"
"2018-11-10","57.200","56.562","58.080","56.390","102.85M","1.15%"
"2018-11-09","56.552","55.592","58.683","55.520","179.50M","1.73%"
"2018-11-08","55.592","60.463","61.098","55.320","201.98M","-8.06%"
"2018-11-07","60.463","62.294","62.480","58.800","187.02M","-2.81%"
"2018-11-06","62.211","56.200","64.603","56.130","418.27M","10.70%"
"2018-11-05","56.200","52.477","56.980","51.904","148.20M","7.09%"
"2018-11-04","52.479","51.342","53.682","50.421","112.51M","2.20%"
"2018-11-03","51.349","51.607","51.730","51.112","34.97M","-0.50%"
"2018-11-02","51.607","51.220","52.000","51.179","82.49M","0.79%"
"2018-11-01","51.200","50.580","51.247","50.308","45.00M","1.23%"
"2018-10-31","50.580","50.022","51.057","49.253","70.78M","1.12%"
"2018-10-30","50.022","49.370","50.590","49.300","83.35M","1.32%"
"2018-10-29","49.370","51.311","51.360","48.557","116.59M","-3.80%"
"2018-10-28","51.320","50.803","51.475","50.703","30.27M","1.02%"
"2018-10-27","50.803","51.100","51.250","50.602","35.12M","-0.58%"
"2018-10-26","51.100","51.018","51.348","50.400","67.77M","0.16%"
"2018-10-25","51.018","50.888","51.850","50.245","74.96M","0.31%"
"2018-10-24","50.860","51.399","52.400","50.305","92.48M","-1.05%"
"2018-10-23","51.399","50.763","52.700","48.501","154.50M","1.25%"
"2018-10-22","50.762","50.840","51.249","50.050","64.82M","-0.15%"
"2018-10-21","50.840","51.410","51.890","50.521","56.93M","-1.11%"
"2018-10-20","51.410","50.880","51.900","50.415","80.01M","1.05%"
"2018-10-19","50.878","50.900","51.498","49.919","96.11M","-0.15%"
"2018-10-18","50.953","52.269","53.100","49.201","157.61M","-2.55%"
"2018-10-17","52.288","52.500","53.197","50.900","196.03M","-0.27%"
"2018-10-16","52.427","49.239","52.800","48.821","196.02M","6.47%"
"2018-10-15","49.239","44.900","51.500","43.600","284.37M","9.66%"
"2018-10-14","44.900","46.670","47.575","44.498","93.20M","-3.79%"
"2018-10-13","46.670","46.470","47.546","46.011","120.67M","0.45%"
"2018-10-12","46.460","42.300","49.500","41.738","373.09M","9.83%"
"2018-10-11","42.302","51.545","51.545","41.500","369.84M","-17.93%"
"2018-10-10","51.545","53.900","53.920","51.041","123.04M","-4.37%"
"2018-10-09","53.900","55.326","55.447","53.111","99.23M","-2.58%"
"2018-10-08","55.326","54.702","56.500","53.800","150.89M","1.14%"
"2018-10-07","54.702","55.599","55.950","53.041","139.83M","-1.62%"
"2018-10-06","55.600","58.902","59.219","52.994","167.11M","-5.60%"
"2018-10-05","58.900","60.018","60.512","57.510","110.70M","-1.86%"
"2018-10-04","60.018","60.003","62.700","59.611","130.49M","0.03%"
"2018-10-03","60.001","57.512","61.800","57.000","203.86M","4.17%"
"2018-10-02","57.600","65.140","65.489","57.200","210.60M","-11.58%"
"2018-10-01","65.140","65.950","68.898","60.492","292.24M","-1.23%"
"2018-09-30","65.950","64.762","70.000","63.453","291.02M","1.84%"
"2018-09-29","64.761","61.138","66.300","59.666","212.57M","5.93%"
"2018-09-28","61.138","61.203","62.000","58.600","162.97M","-0.11%"
"2018-09-27","61.203","57.780","62.500","57.342","186.41M","5.89%"
"2018-09-26","57.799","58.900","63.980","54.600","357.47M","-1.87%"
"2018-09-25","58.900","55.515","62.001","49.188","312.73M","6.10%"
"2018-09-24","55.515","64.260","64.750","54.123","213.86M","-13.61%"
"2018-09-23","64.260","63.703","66.665","62.698","180.51M","0.87%"
"2018-09-22","63.703","60.998","66.980","53.000","320.49M","4.52%"
"2018-09-21","60.950","50.415","75.010","45.900","369.78M","20.93%"
"2018-09-20","50.400","36.159","54.900","35.900","259.07M","39.48%"
"2018-09-19","36.134","35.769","37.543","34.900","186.08M","1.05%"
"2018-09-18","35.758","30.240","37.290","30.150","140.67M","18.25%"
"2018-09-17","30.240","31.400","31.630","29.800","79.93M","-3.69%"
"2018-09-16","31.400","31.429","31.499","30.821","50.59M","-0.10%"
"2018-09-15","31.430","30.927","31.679","30.842","69.14M","1.62%"
"2018-09-14","30.930","31.256","31.850","30.451","121.44M","-1.04%"
"2018-09-13","31.256","30.021","31.990","29.732","151.81M","4.11%"
"2018-09-12","30.021","29.240","30.240","28.300","130.36M","2.67%"
"2018-09-11","29.240","29.988","30.700","28.300","122.29M","-2.50%"
"2018-09-10","29.989","30.700","31.335","28.900","119.73M","-2.32%"
"2018-09-09","30.700","30.880","32.300","30.202","101.46M","-0.58%"
"2018-09-08","30.880","31.930","32.610","30.027","89.19M","-3.27%"
"2018-09-07","31.924","33.335","33.648","31.183","127.55M","-4.23%"
"2018-09-06","33.335","30.980","33.900","30.000","186.45M","7.60%"
"2018-09-05","30.980","36.885","37.190","30.799","170.13M","-16.01%"
"2018-09-04","36.885","37.232","37.725","36.554","83.82M","-0.93%"
"2018-09-03","37.232","38.027","38.157","36.949","66.57M","-2.09%"
"2018-09-02","38.027","38.490","38.692","37.287","127.68M","-1.20%"
"2018-09-01","38.490","37.144","39.142","37.144","133.04M","3.62%"
"2018-08-31","37.144","37.260","37.800","36.300","96.51M","-0.31%"
"2018-08-30","37.260","38.479","38.675","35.958","162.02M","-3.17%"
"2018-08-29","38.479","39.084","39.412","37.705","135.99M","-1.55%"
"2018-08-28","39.084","37.470","39.803","37.107","188.13M","4.31%"
"2018-08-27","37.470","35.962","37.500","35.835","78.54M","4.22%"
"2018-08-26","35.953","36.368","36.475","35.500","58.34M","-1.15%"
"2018-08-25","36.370","36.206","37.100","35.850","65.39M","0.45%"
"2018-08-24","36.206","36.350","36.430","35.240","70.91M","-0.40%"
"2018-08-23","36.350","35.150","36.500","35.070","87.89M","3.41%"
"2018-08-22","35.150","36.780","38.503","34.510","136.10M","-4.43%"
"2018-08-21","36.780","34.816","37.200","34.600","145.10M","5.64%"
"2018-08-20","34.816","38.035","38.892","34.622","162.36M","-8.46%"
"2018-08-19","38.035","36.277","39.010","35.300","202.51M","4.78%"
"2018-08-18","36.299","41.025","41.100","34.401","309.47M","-11.47%"
"2018-08-17","41.001","32.649","42.802","32.506","286.20M","25.68%"
"2018-08-16","32.623","30.987","33.300","30.311","150.91M","5.28%"
"2018-08-15","30.987","30.270","33.660","30.200","269.17M","2.37%"
"2018-08-14","30.270","30.649","30.998","27.910","196.86M","-1.24%"
"2018-08-13","30.649","32.966","34.450","30.330","124.37M","-7.03%"
"2018-08-12","32.966","33.200","34.550","32.651","80.68M","-0.70%"
"2018-08-11","33.200","35.625","35.800","31.588","173.22M","-6.79%"
"2018-08-10","35.620","38.395","38.622","35.030","107.79M","-7.23%"
"2018-08-09","38.395","36.990","40.180","36.540","199.53M","3.99%"
"2018-08-08","36.922","42.200","42.211","35.751","188.64M","-12.51%"
"2018-08-07","42.200","45.791","46.149","41.501","77.91M","-7.84%"
"2018-08-06","45.791","48.432","48.605","45.000","52.11M","-5.45%"
"2018-08-05","48.432","48.063","48.500","47.502","26.64M","0.77%"
"2018-08-04","48.063","48.930","49.150","47.805","39.89M","-1.77%"
"2018-08-03","48.928","48.153","49.700","47.801","66.50M","1.61%"
"2018-08-02","48.153","49.711","50.101","48.055","50.67M","-3.13%"
"2018-08-01","49.711","48.400","51.397","47.852","97.96M","2.71%"
"2018-07-31","48.400","49.402","49.501","47.830","59.68M","-2.08%"
"2018-07-30","49.429","50.285","50.399","48.360","44.28M","-1.70%"
"2018-07-29","50.285","50.357","50.631","50.022","20.13M","-0.13%"
"2018-07-28","50.349","50.521","50.668","49.720","28.22M","-0.34%"
"2018-07-27","50.521","50.035","51.147","49.351","66.68M","0.97%"
"2018-07-26","50.035","50.890","51.495","49.500","59.57M","-1.68%"
"2018-07-25","50.890","50.795","51.700","50.052","74.51M","0.18%"
"2018-07-24","50.800","49.765","51.797","48.520","123.28M","2.08%"
"2018-07-23","49.765","50.012","51.389","49.360","70.66M","-0.47%"
"2018-07-22","50.000","50.819","51.430","49.801","53.74M","-1.61%"
"2018-07-21","50.819","50.057","51.490","48.840","79.27M","1.52%"
"2018-07-20","50.057","53.600","53.600","48.800","150.71M","-6.61%"
"2018-07-19","53.600","54.700","55.521","53.206","124.43M","-2.01%"
"2018-07-18","54.700","56.599","59.109","53.417","161.03M","-3.36%"
"2018-07-17","56.600","54.901","58.600","52.615","168.09M","3.09%"
"2018-07-16","54.901","50.138","55.000","50.021","125.20M","9.51%"
"2018-07-15","50.135","49.248","50.500","49.100","45.10M","1.80%"
"2018-07-14","49.248","49.309","49.895","48.882","26.16M","-0.12%"
"2018-07-13","49.309","49.200","50.080","48.800","43.84M","0.22%"
"2018-07-12","49.199","50.555","50.556","48.001","54.31M","-2.68%"
"2018-07-11","50.555","49.468","50.600","49.030","59.94M","2.20%"
"2018-07-10","49.468","52.602","52.602","48.652","86.54M","-5.87%"
"2018-07-09","52.552","52.815","53.400","52.223","38.41M","-0.50%"
"2018-07-08","52.815","53.150","53.974","52.561","59.27M","-0.54%"
"2018-07-07","53.100","52.707","53.299","51.450","45.48M","0.76%"
"2018-07-06","52.702","52.901","53.238","50.899","81.31M","-0.38%"
"2018-07-05","52.901","54.186","55.505","52.050","77.22M","-2.37%"
"2018-07-04","54.186","53.602","55.881","51.815","112.01M","1.09%"
"2018-07-03","53.602","54.081","58.480","53.027","147.05M","-0.89%"
"2018-07-02","54.081","51.148","54.980","50.300","100.10M","5.73%"
"2018-07-01","51.148","51.688","52.500","50.110","62.20M","-1.04%"
"2018-06-30","51.688","50.039","53.300","49.800","117.47M","3.37%"
"2018-06-29","50.002","50.080","50.805","47.201","121.92M","-0.16%"
"2018-06-28","50.080","51.931","52.190","50.000","61.56M","-3.56%"
"2018-06-27","51.931","50.660","52.300","50.252","73.88M","2.51%"
"2018-06-26","50.660","53.350","53.489","50.515","69.23M","-5.04%"
"2018-06-25","53.350","52.447","54.500","52.150","100.02M","1.72%"
"2018-06-24","52.447","54.453","54.825","50.100","192.29M","-3.69%"
"2018-06-23","54.454","54.239","55.555","53.216","81.14M","0.40%"
"2018-06-22","54.239","59.300","59.350","53.000","139.07M","-8.53%"
"2018-06-21","59.300","59.714","60.700","58.751","60.60M","-0.69%"
"2018-06-20","59.714","60.799","61.047","58.330","84.17M","-1.79%"
"2018-06-19","60.800","58.989","62.200","58.390","105.27M","3.16%"
"2018-06-18","58.940","58.612","60.850","56.120","118.12M","0.52%"
"2018-06-17","58.634","59.192","59.797","58.412","48.13M","-0.94%"
"2018-06-16","59.192","59.377","60.047","58.000","80.19M","-0.31%"
"2018-06-15","59.377","61.900","62.086","59.063","83.55M","-4.08%"
"2018-06-14","61.902","59.177","63.900","58.100","143.85M","4.65%"
"2018-06-13","59.150","62.200","63.025","56.584","147.43M","-4.90%"
"2018-06-12","62.200","66.800","66.900","61.500","111.83M","-6.89%"
"2018-06-11","66.805","64.500","67.200","62.299","128.36M","3.57%"
"2018-06-10","64.500","72.700","72.789","60.902","184.04M","-11.25%"
"2018-06-09","72.679","73.934","74.499","72.450","36.88M","-1.70%"
"2018-06-08","73.934","74.585","74.677","72.210","66.53M","-0.87%"
"2018-06-07","74.580","74.440","75.480","73.700","61.12M","0.21%"
"2018-06-06","74.425","74.094","75.700","72.650","78.87M","0.45%"
"2018-06-05","74.094","72.055","75.000","69.851","105.25M","2.83%"
"2018-06-04","72.055","76.054","77.480","70.000","144.90M","-5.22%"
"2018-06-03","76.020","70.230","76.020","70.200","92.32M","8.25%"
"2018-06-02","70.229","68.000","71.500","67.577","82.05M","3.28%"
"2018-06-01","67.999","66.748","68.350","66.132","59.91M","1.87%"
"2018-05-31","66.748","65.737","67.400","64.500","68.52M","1.54%"
"2018-05-30","65.737","65.200","68.379","63.759","101.00M","0.82%"
"2018-05-29","65.200","59.979","66.800","59.300","119.07M","8.70%"
"2018-05-28","59.979","66.600","67.388","59.800","106.38M","-9.94%"
"2018-05-27","66.600","67.382","67.382","65.700","40.22M","-1.16%"
"2018-05-26","67.382","66.801","69.350","66.011","56.78M","0.87%"
"2018-05-25","66.801","69.370","70.120","66.120","84.15M","-3.70%"
"2018-05-24","69.370","65.492","70.756","64.700","133.07M","5.92%"
"2018-05-23","65.492","71.374","72.000","64.300","153.65M","-8.21%"
"2018-05-22","71.353","75.548","75.790","71.110","65.94M","-5.55%"
"2018-05-21","75.548","77.662","77.890","75.000","53.63M","-2.81%"
"2018-05-20","77.729","74.898","78.300","74.301","62.48M","3.78%"
"2018-05-19","74.898","75.084","75.888","73.643","49.36M","-0.25%"
"2018-05-18","75.084","73.037","75.950","72.080","70.90M","2.80%"
"2018-05-17","73.036","77.967","78.480","72.157","69.51M","-6.32%"
"2018-05-16","77.967","76.618","78.400","73.569","96.14M","1.76%"
"2018-05-15","76.618","80.419","82.500","75.227","89.39M","-4.73%"
"2018-05-14","80.419","81.068","82.500","76.123","147.59M","-0.80%"
"2018-05-13","81.069","75.399","85.108","73.000","143.68M","7.52%"
"2018-05-12","75.399","74.100","77.900","69.111","154.56M","1.75%"
"2018-05-11","74.100","81.750","82.990","70.000","209.65M","-9.36%"
"2018-05-10","81.750","86.916","87.600","81.351","63.80M","-5.94%"
"2018-05-09","86.916","87.486","89.300","82.712","110.53M","-0.65%"
"2018-05-08","87.486","89.800","91.700","85.300","90.87M","-2.58%"
"2018-05-07","89.800","94.449","94.700","87.296","110.66M","-4.90%"
"2018-05-06","94.430","98.300","99.150","92.013","115.56M","-3.94%"
"2018-05-05","98.300","97.122","100.000","96.813","75.06M","1.21%"
"2018-05-04","97.122","95.900","98.501","94.000","84.13M","1.27%"
"2018-05-03","95.900","94.230","96.300","92.800","87.21M","1.77%"
"2018-05-02","94.230","91.410","95.001","91.010","94.15M","3.09%"
"2018-05-01","91.410","91.283","92.130","87.111","117.88M","0.14%"
"2018-04-30","91.283","94.278","94.340","90.010","60.40M","-3.18%"
"2018-04-29","94.277","93.500","97.200","91.222","104.57M","0.83%"
"2018-04-28","93.500","88.200","95.660","87.231","108.11M","6.01%"
"2018-04-27","88.200","92.500","93.800","87.869","96.43M","-4.72%"
"2018-04-26","92.565","86.999","92.900","83.500","137.85M","6.40%"
"2018-04-25","86.999","102.439","102.439","83.400","231.03M","-15.07%"
"2018-04-24","102.440","95.500","104.699","95.200","155.18M","7.27%"
"2018-04-23","95.500","92.799","95.800","92.799","66.42M","2.91%"
"2018-04-22","92.799","94.199","98.599","91.600","125.36M","-1.49%"
"2018-04-21","94.199","100.299","100.354","86.000","200.19M","-6.08%"
"2018-04-20","100.300","85.499","103.007","85.499","197.56M","17.31%"
"2018-04-19","85.500","75.800","87.000","75.580","119.83M","12.80%"
"2018-04-18","75.800","70.720","75.800","70.690","79.35M","7.18%"
"2018-04-17","70.720","71.540","73.000","70.000","62.59M","-1.04%"
"2018-04-16","71.462","75.523","75.950","68.000","113.31M","-5.47%"
"2018-04-15","75.598","69.282","75.810","69.282","100.06M","9.12%"
"2018-04-14","69.282","69.900","72.197","67.100","97.79M","-0.88%"
"2018-04-13","69.900","69.650","76.220","66.500","154.14M","0.36%"
"2018-04-12","69.647","56.199","71.362","53.800","166.20M","24.14%"
"2018-04-11","56.102","52.420","56.800","52.310","38.56M","7.02%"
"2018-04-10","52.420","52.668","53.098","51.600","24.67M","-0.47%"
"2018-04-09","52.668","53.500","55.388","51.430","68.56M","-1.56%"
"2018-04-08","53.500","51.946","53.770","51.702","24.48M","2.99%"
"2018-04-07","51.946","50.903","52.700","50.738","34.23M","2.05%"
"2018-04-06","50.903","53.001","53.378","50.003","45.06M","-3.96%"
"2018-04-05","53.001","53.050","53.592","50.801","64.67M","-0.09%"
"2018-04-04","53.050","59.202","60.000","52.189","86.04M","-10.52%"
"2018-04-03","59.286","52.630","60.300","52.600","105.39M","12.65%"
"2018-04-02","52.630","51.376","54.000","50.711","44.68M","2.44%"
"2018-04-01","51.376","53.890","54.350","48.350","76.64M","-4.67%"
"2018-03-31","53.890","53.095","56.200","53.002","58.55M","1.50%"
"2018-03-30","53.095","52.950","56.350","50.001","108.46M","0.27%"
"2018-03-29","52.950","61.497","61.592","52.901","85.11M","-13.90%"
"2018-03-28","61.497","61.100","62.250","60.501","27.17M","0.65%"
"2018-03-27","61.100","62.600","63.499","59.800","56.36M","-2.40%"
"2018-03-26","62.600","67.384","67.700","60.800","53.02M","-7.10%"
"2018-03-25","67.384","67.000","68.800","66.110","25.25M","0.57%"
"2018-03-24","67.000","67.668","71.480","66.460","50.55M","-0.99%"
"2018-03-23","67.668","69.400","69.497","65.010","52.39M","-2.50%"
"2018-03-22","69.400","72.969","73.650","66.000","62.97M","-4.89%"
"2018-03-21","72.969","75.579","76.450","71.799","46.18M","-3.45%"
"2018-03-20","75.579","78.500","78.600","71.001","69.64M","-3.48%"
"2018-03-19","78.302","69.609","78.861","66.030","97.11M","12.49%"
"2018-03-18","69.609","67.970","73.003","57.000","100.43M","2.41%"
"2018-03-17","67.970","73.101","73.500","66.506","38.46M","-7.02%"
"2018-03-16","73.101","73.600","76.184","71.340","37.39M","-0.68%"
"2018-03-15","73.600","74.479","78.500","68.000","82.67M","-1.18%"
"2018-03-14","74.480","83.614","85.500","71.000","52.94M","-10.92%"
"2018-03-13","83.614","84.810","85.800","83.000","23.41M","-1.41%"
"2018-03-12","84.810","87.960","89.500","83.301","37.74M","-3.58%"
"2018-03-11","87.960","84.061","89.750","81.500","42.42M","4.36%"
"2018-03-10","84.289","89.301","90.799","84.000","34.27M","-5.61%"
"2018-03-09","89.301","87.250","91.000","80.000","80.01M","2.35%"
"2018-03-08","87.250","91.499","94.649","87.000","45.95M","-4.52%"
"2018-03-07","91.382","97.280","98.500","90.001","46.16M","-6.06%"
"2018-03-06","97.280","101.089","104.300","96.430","38.88M","-3.77%"
"2018-03-05","101.089","103.000","115.000","100.015","76.92M","-1.86%"
"2018-03-04","103.000","95.270","104.200","93.396","26.55M","8.11%"
"2018-03-03","95.270","95.658","97.500","95.000","9.22M","-0.41%"
"2018-03-02","95.659","97.606","98.300","95.010","11.74M","-1.99%"
"2018-03-01","97.606","95.799","99.999","95.002","18.96M","1.89%"
"2018-02-28","95.799","100.198","101.500","95.500","18.98M","-4.17%"
"2018-02-27","99.970","99.422","103.990","98.700","21.59M","0.55%"
"2018-02-26","99.422","97.600","101.500","94.200","33.58M","1.87%"
"2018-02-25","97.600","100.000","100.600","92.000","30.64M","-2.40%"
"2018-02-24","100.000","102.900","105.600","96.500","36.43M","-2.82%"
"2018-02-23","102.900","97.180","107.000","93.501","57.56M","5.89%"
"2018-02-22","97.180","105.480","109.777","95.003","61.82M","-7.87%"
"2018-02-21","105.480","113.101","115.500","102.200","50.51M","-6.74%"
"2018-02-20","113.101","120.140","121.000","111.122","22.04M","-5.86%"
"2018-02-19","120.140","117.000","121.498","116.545","18.16M","2.86%"
"2018-02-18","116.800","126.897","127.000","113.722","60.77M","-7.96%"
"2018-02-17","126.897","119.400","127.000","118.701","38.65M","6.28%"
"2018-02-16","119.400","119.900","120.400","116.203","25.40M","-0.50%"
"2018-02-15","120.000","119.250","122.900","115.000","48.19M","0.63%"
"2018-02-14","119.250","108.388","121.994","107.000","39.86M","10.02%"
"2018-02-13","108.388","117.000","117.450","105.100","48.27M","-7.28%"
"2018-02-12","116.900","107.500","117.445","107.481","51.77M","8.74%"
"2018-02-11","107.500","112.795","114.300","98.011","87.72M","-4.70%"
"2018-02-10","112.798","106.800","147.489","103.000","151.18M","5.62%"
"2018-02-09","106.800","85.010","106.800","82.400","84.93M","25.63%"
"2018-02-08","85.010","78.987","86.500","78.509","50.75M","7.63%"
"2018-02-07","78.987","85.400","89.100","75.200","81.97M","-7.51%"
"2018-02-06","85.400","72.990","86.900","61.030","138.27M","17.01%"
"2018-02-05","72.983","89.699","91.500","71.301","75.05M","-18.64%"
"2018-02-04","89.699","102.800","103.100","88.160","51.85M","-12.74%"
"2018-02-03","102.800","96.902","109.000","84.119","86.58M","6.53%"
"2018-02-02","96.500","101.430","109.568","66.000","145.05M","-4.86%"
"2018-02-01","101.430","123.980","124.000","98.383","59.88M","-18.18%"
"2018-01-31","123.970","119.016","124.890","104.000","43.05M","4.16%"
"2018-01-30","119.016","139.000","139.800","117.005","42.55M","-14.38%"
"2018-01-29","139.000","147.480","147.490","137.000","20.72M","-5.75%"
"2018-01-28","147.480","136.104","149.000","129.880","21.27M","8.36%"
"2018-01-27","136.104","126.800","141.000","126.000","22.26M","7.34%"
"2018-01-26","126.800","146.000","146.400","110.000","59.38M","-13.15%"
"2018-01-25","146.000","147.820","151.498","145.000","11.10M","-1.23%"
"2018-01-24","147.820","152.900","159.991","143.009","33.21M","-3.32%"
"2018-01-23","152.900","151.000","159.200","132.100","42.58M","1.26%"
