"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2019-12-25","20.637","20.842","20.895","20.390","11.91M","-0.98%"
"2019-12-24","20.842","20.792","21.231","20.523","14.58M","0.24%"
"2019-12-23","20.792","21.591","21.759","20.618","26.06M","-3.71%"
"2019-12-22","21.594","20.918","21.599","20.851","18.05M","3.23%"
"2019-12-21","20.918","21.323","21.442","20.850","11.99M","-1.90%"
"2019-12-20","21.323","20.513","21.595","20.081","31.27M","3.95%"
"2019-12-19","20.513","21.434","21.627","20.130","25.91M","-4.30%"
"2019-12-18","21.434","20.081","21.850","19.174","59.20M","6.74%"
"2019-12-17","20.080","22.595","22.595","19.599","72.66M","-11.13%"
"2019-12-16","22.595","23.780","23.780","22.500","24.86M","-4.98%"
"2019-12-15","23.780","23.661","24.000","23.500","7.13M","0.50%"
"2019-12-14","23.661","24.081","24.114","23.500","8.02M","-1.74%"
"2019-12-13","24.081","23.922","24.111","23.620","9.57M","0.66%"
"2019-12-12","23.922","24.002","24.172","23.600","12.41M","-0.33%"
"2019-12-11","24.002","24.192","24.325","23.856","9.89M","-0.79%"
"2019-12-10","24.192","24.393","24.491","23.881","13.42M","-0.82%"
"2019-12-09","24.393","24.901","25.000","24.119","16.22M","-2.04%"
"2019-12-08","24.900","24.633","25.149","24.238","16.72M","1.08%"
"2019-12-07","24.633","24.545","24.825","24.283","11.73M","0.36%"
"2019-12-06","24.545","23.990","24.594","23.756","19.14M","2.31%"
"2019-12-05","23.990","23.371","24.498","23.110","17.74M","2.65%"
"2019-12-04","23.371","23.889","24.500","22.802","31.03M","-2.17%"
"2019-12-03","23.889","23.937","24.300","23.737","9.18M","-0.20%"
"2019-12-02","23.937","24.757","24.978","23.800","24.84M","-3.31%"
"2019-12-01","24.757","24.770","24.938","24.024","17.88M","-0.06%"
"2019-11-30","24.771","25.189","25.377","24.550","11.90M","-1.66%"
"2019-11-29","25.189","24.531","25.450","24.435","18.97M","2.68%"
"2019-11-28","24.531","24.480","25.178","24.401","16.40M","0.29%"
"2019-11-27","24.460","24.088","25.141","23.296","32.81M","1.54%"
"2019-11-26","24.088","23.673","24.200","23.330","21.26M","1.63%"
"2019-11-25","23.701","24.123","24.489","22.226","72.62M","-1.76%"
"2019-11-24","24.125","25.680","25.760","24.000","24.36M","-6.06%"
"2019-11-23","25.680","25.205","25.730","24.655","20.69M","1.88%"
"2019-11-22","25.205","26.439","26.729","24.305","56.54M","-4.71%"
"2019-11-21","26.450","27.148","27.420","25.816","30.29M","-2.57%"
"2019-11-20","27.148","27.531","28.050","26.900","19.27M","-1.39%"
"2019-11-19","27.531","27.440","27.799","26.601","28.39M","0.33%"
"2019-11-18","27.440","28.620","28.631","26.820","24.52M","-4.12%"
"2019-11-17","28.620","28.539","28.980","28.203","12.06M","0.28%"
"2019-11-16","28.539","28.359","28.700","28.165","10.28M","0.63%"
"2019-11-15","28.359","29.049","29.236","27.701","23.52M","-2.38%"
"2019-11-14","29.051","29.500","29.590","28.600","18.41M","-1.52%"
"2019-11-13","29.500","29.585","29.924","29.300","11.93M","-0.29%"
"2019-11-12","29.585","29.948","30.233","29.160","17.51M","-1.21%"
"2019-11-11","29.948","30.499","30.601","29.473","26.71M","-1.81%"
"2019-11-10","30.499","30.585","30.999","30.275","17.78M","-0.23%"
"2019-11-09","30.568","30.128","30.699","30.011","19.93M","1.46%"
"2019-11-08","30.128","31.767","31.785","29.521","56.06M","-5.16%"
"2019-11-07","31.767","33.716","34.122","30.300","71.88M","-5.78%"
"2019-11-06","33.716","32.792","33.828","32.433","45.73M","2.82%"
"2019-11-05","32.792","32.451","32.999","32.167","31.59M","1.05%"
"2019-11-04","32.451","31.513","32.597","31.380","19.86M","2.98%"
"2019-11-03","31.512","31.928","32.000","31.318","12.33M","-1.30%"
"2019-11-02","31.928","31.630","32.200","31.582","14.84M","0.94%"
"2019-11-01","31.630","31.860","31.900","31.030","18.48M","-0.72%"
"2019-10-31","31.860","32.156","32.479","31.320","25.46M","-0.92%"
"2019-10-30","32.156","32.940","33.388","31.500","43.43M","-2.44%"
"2019-10-29","32.960","32.160","33.634","32.125","51.39M","2.49%"
"2019-10-28","32.160","32.423","32.878","31.911","38.66M","-0.81%"
"2019-10-27","32.423","31.862","32.724","31.588","45.92M","1.76%"
"2019-10-26","31.862","32.330","33.830","31.063","80.22M","-1.45%"
"2019-10-25","32.330","30.076","32.967","29.983","59.91M","7.49%"
"2019-10-24","30.076","29.846","30.550","29.082","31.09M","0.77%"
"2019-10-23","29.846","31.601","31.689","28.200","63.62M","-5.55%"
"2019-10-22","31.601","31.799","32.800","31.444","34.47M","-0.63%"
"2019-10-21","31.800","31.777","31.945","31.307","23.57M","0.07%"
"2019-10-20","31.777","31.678","32.100","30.710","31.93M","0.31%"
"2019-10-19","31.678","31.967","32.470","31.263","31.27M","-0.90%"
"2019-10-18","31.967","32.792","32.800","31.050","33.99M","-2.52%"
"2019-10-17","32.792","30.847","32.888","30.461","55.11M","6.31%"
"2019-10-16","30.847","31.383","31.739","30.330","37.58M","-1.71%"
"2019-10-15","31.383","32.179","32.424","30.950","49.77M","-2.48%"
"2019-10-14","32.180","30.248","32.300","30.114","71.03M","6.38%"
"2019-10-13","30.250","29.652","30.589","29.617","36.67M","2.02%"
"2019-10-12","29.652","29.072","30.090","29.072","28.04M","2.00%"
"2019-10-11","29.072","29.276","29.832","28.561","28.32M","-0.70%"
"2019-10-10","29.278","30.081","30.186","28.816","33.64M","-2.67%"
"2019-10-09","30.081","29.716","30.779","29.311","53.58M","1.20%"
"2019-10-08","29.724","29.561","30.598","28.852","58.68M","0.55%"
"2019-10-07","29.561","27.412","30.141","27.170","77.64M","7.84%"
"2019-10-06","27.412","27.214","27.576","27.011","20.84M","0.78%"
"2019-10-05","27.200","27.105","27.450","26.589","22.09M","0.35%"
"2019-10-04","27.105","26.480","27.500","26.260","25.85M","2.36%"
"2019-10-03","26.480","27.180","27.212","26.011","22.61M","-2.58%"
"2019-10-02","27.180","26.785","27.529","26.399","35.80M","1.47%"
"2019-10-01","26.785","27.774","28.250","25.821","37.73M","-3.56%"
"2019-09-30","27.774","25.992","28.374","25.500","70.18M","6.86%"
"2019-09-29","25.992","26.230","26.260","25.511","16.12M","-0.91%"
"2019-09-28","26.232","26.187","26.448","25.841","15.39M","0.17%"
"2019-09-27","26.187","26.110","26.600","25.314","26.55M","0.29%"
"2019-09-26","26.110","26.503","27.064","25.111","51.16M","-1.48%"
"2019-09-25","26.503","25.207","26.899","25.101","58.17M","5.13%"
"2019-09-24","25.209","28.820","29.298","25.005","84.63M","-12.53%"
"2019-09-23","28.820","29.822","30.811","28.708","42.97M","-3.36%"
"2019-09-22","29.822","31.139","31.140","29.280","36.69M","-4.23%"
"2019-09-21","31.139","31.688","32.050","30.833","21.16M","-1.73%"
"2019-09-20","31.688","32.520","32.559","30.972","28.30M","-2.56%"
"2019-09-19","32.520","33.816","33.839","30.831","86.82M","-3.83%"
"2019-09-18","33.815","30.795","35.192","30.729","116.49M","9.81%"
"2019-09-17","30.795","28.240","32.202","28.050","87.81M","9.03%"
"2019-09-16","28.244","28.136","28.393","27.700","14.96M","0.39%"
"2019-09-15","28.134","28.212","28.590","28.001","18.97M","-0.28%"
"2019-09-14","28.212","27.590","28.770","27.399","50.81M","2.25%"
"2019-09-13","27.590","27.469","27.700","27.310","8.24M","0.44%"
"2019-09-12","27.469","27.546","27.681","27.143","10.22M","-0.28%"
"2019-09-11","27.545","27.858","27.959","27.131","12.37M","-1.12%"
"2019-09-10","27.857","27.794","28.148","27.500","14.59M","0.23%"
"2019-09-09","27.794","28.041","28.153","27.456","16.73M","-0.88%"
"2019-09-08","28.041","27.771","28.381","27.450","20.57M","0.98%"
"2019-09-07","27.770","26.960","28.050","26.868","15.86M","3.00%"
"2019-09-06","26.960","27.469","27.720","26.690","18.65M","-1.86%"
"2019-09-05","27.470","27.494","27.680","27.200","11.79M","-0.09%"
"2019-09-04","27.494","27.890","27.890","27.377","11.71M","-1.42%"
"2019-09-03","27.890","27.770","28.348","27.418","18.53M","0.43%"
"2019-09-02","27.770","27.197","28.083","27.000","17.36M","1.99%"
"2019-09-01","27.228","27.369","27.475","26.750","10.61M","-0.52%"
"2019-08-31","27.369","27.158","27.674","26.900","9.33M","0.78%"
"2019-08-30","27.158","27.360","27.422","26.877","10.29M","-0.75%"
"2019-08-29","27.362","27.239","27.999","26.369","25.82M","0.40%"
"2019-08-28","27.252","28.471","28.471","26.674","21.90M","-4.28%"
"2019-08-27","28.471","28.637","28.672","28.121","10.20M","-0.58%"
"2019-08-26","28.637","28.387","29.413","28.319","20.31M","0.88%"
"2019-08-25","28.387","28.652","29.197","28.060","19.40M","-0.94%"
"2019-08-24","28.655","29.203","29.227","28.010","13.92M","-1.88%"
"2019-08-23","29.203","28.844","29.549","28.605","16.39M","1.24%"
"2019-08-22","28.844","28.317","29.300","27.800","23.16M","1.86%"
"2019-08-21","28.317","29.199","29.211","27.599","29.81M","-3.02%"
"2019-08-20","29.199","30.169","30.169","28.720","20.82M","-3.22%"
"2019-08-19","30.170","30.100","31.000","29.550","30.61M","0.23%"
"2019-08-18","30.100","28.310","31.020","28.077","50.17M","6.32%"
"2019-08-17","28.310","27.787","28.709","27.500","19.68M","1.89%"
"2019-08-16","27.786","28.120","28.259","27.050","24.47M","-1.19%"
"2019-08-15","28.120","28.180","28.800","26.600","60.16M","-0.20%"
"2019-08-14","28.177","31.729","31.746","27.670","74.80M","-11.19%"
"2019-08-13","31.729","31.660","31.810","31.129","11.73M","0.22%"
"2019-08-12","31.660","31.978","32.221","31.525","9.42M","-0.99%"
"2019-08-11","31.977","31.575","32.321","31.210","11.13M","1.27%"
"2019-08-10","31.575","31.401","32.306","30.900","20.70M","0.55%"
"2019-08-09","31.401","32.686","32.711","30.631","32.53M","-3.93%"
"2019-08-08","32.686","32.998","33.050","32.302","16.49M","-0.94%"
"2019-08-07","32.997","33.193","33.586","32.603","18.50M","-0.59%"
"2019-08-06","33.193","34.002","34.395","32.900","29.74M","-2.38%"
"2019-08-05","34.002","34.028","34.960","33.902","28.92M","-0.08%"
"2019-08-04","34.028","33.690","34.460","33.360","20.55M","1.00%"
"2019-08-03","33.690","33.392","33.951","33.333","9.49M","0.89%"
"2019-08-02","33.392","34.050","34.245","33.200","16.79M","-1.93%"
"2019-08-01","34.050","34.775","34.795","33.650","17.02M","-2.09%"
"2019-07-31","34.776","34.534","35.098","34.340","18.41M","0.70%"
"2019-07-30","34.534","33.750","34.921","33.433","20.17M","2.32%"
"2019-07-29","33.750","33.877","34.000","33.350","9.34M","-0.37%"
"2019-07-28","33.876","33.742","34.299","32.801","14.80M","0.40%"
"2019-07-27","33.742","35.071","35.489","33.384","26.78M","-3.79%"
"2019-07-26","35.071","34.000","35.400","33.500","25.20M","3.15%"
"2019-07-25","34.000","34.202","34.899","33.801","16.58M","-0.59%"
"2019-07-24","34.202","33.435","34.410","33.050","21.84M","2.29%"
"2019-07-23","33.435","34.674","34.686","33.200","23.61M","-3.57%"
"2019-07-22","34.674","35.694","35.864","34.181","22.71M","-2.86%"
"2019-07-21","35.694","35.980","36.190","34.654","22.56M","-0.79%"
"2019-07-20","35.980","34.441","36.780","34.362","43.09M","4.47%"
"2019-07-19","34.441","34.507","34.700","33.522","21.02M","-0.19%"
"2019-07-18","34.507","33.560","34.982","33.001","41.53M","2.82%"
"2019-07-17","33.560","32.102","34.890","31.998","56.08M","4.54%"
"2019-07-16","32.102","34.120","34.786","31.902","53.90M","-5.91%"
"2019-07-15","34.120","33.100","35.001","32.212","56.59M","3.08%"
"2019-07-14","33.101","36.000","36.282","32.967","59.62M","-8.05%"
"2019-07-13","36.000","37.410","37.476","35.100","32.09M","-3.77%"
"2019-07-12","37.410","35.900","38.370","34.800","78.00M","4.21%"
"2019-07-11","35.900","39.501","39.503","35.001","80.54M","-9.12%"
"2019-07-10","39.501","43.034","43.372","38.380","82.93M","-8.22%"
"2019-07-09","43.041","43.735","44.379","42.700","35.38M","-1.59%"
"2019-07-08","43.735","43.230","44.142","42.600","35.63M","1.17%"
"2019-07-07","43.230","42.386","43.558","42.051","27.78M","1.99%"
"2019-07-06","42.386","41.297","44.799","41.297","60.03M","2.64%"
"2019-07-05","41.297","42.024","42.100","40.712","35.50M","-1.73%"
"2019-07-04","42.024","43.901","43.901","42.000","30.16M","-4.27%"
"2019-07-03","43.900","43.091","44.000","42.762","35.86M","1.88%"
"2019-07-02","43.091","44.242","44.661","41.800","56.34M","-2.60%"
"2019-07-01","44.242","43.100","45.802","42.652","63.04M","2.65%"
"2019-06-30","43.100","46.177","46.399","43.000","55.12M","-6.67%"
"2019-06-29","46.178","46.301","46.457","43.870","53.50M","-0.27%"
"2019-06-28","46.302","44.385","46.311","43.300","56.79M","4.32%"
"2019-06-27","44.385","50.303","50.710","43.189","150.95M","-11.76%"
"2019-06-26","50.303","49.963","53.189","49.604","152.97M","0.68%"
"2019-06-25","49.963","50.667","50.889","49.300","65.58M","-1.39%"
"2019-06-24","50.667","50.351","50.850","48.187","64.95M","0.63%"
"2019-06-23","50.350","50.641","52.147","49.413","83.49M","-0.57%"
"2019-06-22","50.641","47.752","53.508","47.466","222.57M","6.05%"
"2019-06-21","47.752","46.326","48.004","46.312","69.10M","3.08%"
"2019-06-20","46.327","47.002","47.002","45.600","39.76M","-1.44%"
"2019-06-19","47.002","46.410","47.353","46.087","42.20M","1.28%"
"2019-06-18","46.410","48.342","48.997","45.664","84.61M","-3.99%"
"2019-06-17","48.340","46.522","49.200","46.255","90.46M","3.91%"
"2019-06-16","46.522","44.566","47.770","44.390","115.35M","4.39%"
"2019-06-15","44.566","43.930","44.848","43.666","50.79M","1.46%"
"2019-06-14","43.926","43.439","44.000","42.630","39.25M","1.12%"
"2019-06-13","43.438","43.722","44.400","43.188","36.93M","-0.65%"
"2019-06-12","43.722","42.873","43.850","42.310","37.91M","1.98%"
"2019-06-11","42.873","43.672","43.847","41.712","40.82M","-1.83%"
"2019-06-10","43.672","42.182","43.900","41.480","65.16M","3.53%"
"2019-06-09","42.182","44.359","44.663","41.057","70.65M","-4.91%"
"2019-06-08","44.359","45.600","45.848","43.772","51.68M","-2.72%"
"2019-06-07","45.601","45.486","46.711","44.951","60.29M","0.25%"
"2019-06-06","45.486","43.576","46.065","42.533","99.28M","4.38%"
"2019-06-05","43.576","43.408","44.358","42.050","95.35M","0.39%"
"2019-06-04","43.408","45.700","45.970","42.000","120.80M","-5.00%"
"2019-06-03","45.695","48.139","50.000","45.691","140.00M","-5.08%"
"2019-06-02","48.139","46.373","48.461","46.372","73.69M","3.81%"
"2019-06-01","46.372","47.599","47.902","45.515","79.90M","-2.58%"
"2019-05-31","47.598","46.191","47.902","44.988","128.53M","3.05%"
"2019-05-30","46.191","48.574","51.890","45.250","209.56M","-4.91%"
"2019-05-29","48.574","48.953","49.660","46.110","137.90M","-0.77%"
"2019-05-28","48.953","47.147","49.800","45.947","146.01M","3.83%"
"2019-05-27","47.148","44.575","48.100","44.122","155.56M","5.75%"
"2019-05-26","44.583","42.329","45.000","41.230","66.73M","5.32%"
"2019-05-25","42.329","42.028","42.995","41.756","37.16M","0.71%"
"2019-05-24","42.030","41.923","43.149","40.850","65.68M","0.26%"
"2019-05-23","41.923","41.102","42.405","40.120","68.85M","2.00%"
"2019-05-22","41.102","43.934","45.400","41.000","92.52M","-6.45%"
"2019-05-21","43.934","43.990","44.801","42.800","69.73M","-0.13%"
"2019-05-20","43.990","45.850","45.896","42.002","124.06M","-4.06%"
"2019-05-19","45.850","40.983","47.230","40.838","222.67M","11.88%"
"2019-05-18","40.983","43.200","44.087","40.190","88.61M","-5.13%"
"2019-05-17","43.200","46.089","46.633","39.100","247.31M","-6.27%"
"2019-05-16","46.089","50.101","52.450","42.995","341.62M","-8.01%"
"2019-05-15","50.101","43.966","50.821","43.943","274.70M","13.95%"
"2019-05-14","43.966","35.522","44.004","35.400","361.67M","23.77%"
"2019-05-13","35.521","34.139","36.000","33.876","70.02M","4.05%"
"2019-05-12","34.139","35.200","36.488","33.550","87.02M","-3.01%"
"2019-05-11","35.200","32.752","38.000","32.719","125.22M","7.47%"
"2019-05-10","32.752","32.241","32.950","32.050","24.41M","1.58%"
"2019-05-09","32.241","32.750","32.976","32.003","24.95M","-1.55%"
"2019-05-08","32.750","32.587","32.918","32.358","19.92M","0.50%"
"2019-05-07","32.587","33.175","33.600","32.500","25.20M","-1.77%"
"2019-05-06","33.175","32.998","33.665","32.500","27.72M","0.54%"
"2019-05-05","32.998","33.376","33.438","32.899","11.30M","-1.13%"
"2019-05-04","33.376","33.545","34.500","32.741","31.56M","-0.50%"
"2019-05-03","33.545","33.170","34.347","33.037","34.79M","1.13%"
"2019-05-02","33.170","33.500","33.598","33.100","14.60M","-0.99%"
"2019-05-01","33.500","34.084","34.300","33.140","23.00M","-1.71%"
"2019-04-30","34.084","32.423","34.453","32.414","50.89M","5.12%"
"2019-04-29","32.423","32.738","33.000","32.176","14.58M","-0.96%"
"2019-04-28","32.738","32.842","33.120","32.500","16.53M","-0.32%"
"2019-04-27","32.842","33.200","33.462","32.738","14.56M","-1.08%"
"2019-04-26","33.200","33.741","33.741","32.113","46.38M","-1.60%"
"2019-04-25","33.741","33.900","34.500","33.252","31.93M","-0.47%"
"2019-04-24","33.900","35.945","36.020","33.054","75.01M","-5.69%"
"2019-04-23","35.945","36.316","36.699","35.945","27.28M","-1.02%"
"2019-04-22","36.317","36.200","37.201","35.840","39.11M","0.32%"
"2019-04-21","36.200","36.771","37.075","35.578","45.97M","-1.55%"
"2019-04-20","36.770","37.152","37.442","36.333","32.17M","-1.03%"
"2019-04-19","37.152","37.752","37.752","36.825","25.62M","-1.59%"
"2019-04-18","37.752","37.500","38.753","37.459","48.36M","0.67%"
"2019-04-17","37.500","36.440","38.099","36.000","57.73M","2.80%"
"2019-04-16","36.480","35.788","36.542","35.403","21.13M","1.93%"
"2019-04-15","35.788","36.800","37.197","35.351","30.28M","-2.75%"
"2019-04-14","36.799","36.579","37.100","36.312","18.98M","0.60%"
"2019-04-13","36.579","36.560","37.913","36.311","35.15M","0.05%"
"2019-04-12","36.560","36.824","36.982","35.653","37.37M","-0.72%"
"2019-04-11","36.825","39.419","39.555","36.370","72.38M","-6.58%"
"2019-04-10","39.419","38.919","40.080","38.812","31.56M","1.28%"
"2019-04-09","38.919","40.101","40.108","38.817","38.55M","-2.95%"
"2019-04-08","40.100","40.370","40.951","39.200","55.27M","-0.67%"
"2019-04-07","40.370","39.391","40.738","39.170","54.51M","2.49%"
"2019-04-06","39.391","40.575","40.654","38.500","66.84M","-2.92%"
"2019-04-05","40.576","36.880","41.414","36.879","155.17M","10.02%"
"2019-04-04","36.880","38.397","39.104","36.396","66.28M","-3.95%"
"2019-04-03","38.397","39.476","41.689","37.210","183.50M","-2.73%"
"2019-04-02","39.476","34.660","40.000","34.603","171.88M","13.89%"
"2019-04-01","34.660","34.166","34.801","34.050","24.45M","1.45%"
"2019-03-31","34.166","34.350","34.403","34.012","15.73M","-0.54%"
"2019-03-30","34.351","33.980","34.948","33.961","32.35M","1.09%"
"2019-03-29","33.980","33.696","34.112","33.696","18.29M","0.84%"
"2019-03-28","33.696","34.127","34.127","33.447","16.83M","-1.27%"
"2019-03-27","34.130","33.315","34.268","33.051","29.17M","2.46%"
"2019-03-26","33.310","33.132","33.310","32.359","29.50M","0.54%"
"2019-03-25","33.132","33.720","33.721","32.840","30.29M","-1.74%"
"2019-03-24","33.720","34.159","34.159","33.600","11.42M","-1.29%"
"2019-03-23","34.159","34.132","34.251","33.907","13.13M","0.08%"
"2019-03-22","34.132","34.273","34.356","34.026","11.99M","-0.41%"
"2019-03-21","34.273","35.017","35.165","33.963","31.23M","-2.12%"
"2019-03-20","35.016","34.991","35.600","34.700","26.09M","0.07%"
"2019-03-19","34.992","34.919","35.000","34.635","12.32M","0.21%"
"2019-03-18","34.919","34.983","35.321","34.750","20.99M","-0.19%"
"2019-03-17","34.984","35.260","35.261","34.836","13.69M","-0.78%"
"2019-03-16","35.260","34.839","35.600","34.839","38.49M","1.21%"
"2019-03-15","34.840","34.562","34.961","34.550","18.12M","0.80%"
"2019-03-14","34.562","34.740","34.940","34.254","23.30M","-0.52%"
"2019-03-13","34.741","34.348","35.800","34.113","43.82M","1.14%"
"2019-03-12","34.348","34.362","34.480","33.924","20.65M","-0.04%"
"2019-03-11","34.362","34.605","34.764","34.139","25.03M","-0.72%"
"2019-03-10","34.610","34.630","35.000","34.295","23.93M","-0.06%"
"2019-03-09","34.630","34.099","35.086","34.031","34.81M","1.55%"
"2019-03-08","34.100","34.787","34.888","34.100","24.32M","-1.97%"
"2019-03-07","34.787","35.164","35.443","34.759","23.84M","-1.07%"
"2019-03-06","35.163","34.951","35.460","34.510","38.46M","0.61%"
"2019-03-05","34.950","33.675","35.280","33.508","45.85M","3.79%"
"2019-03-04","33.675","34.674","34.770","33.459","41.86M","-2.88%"
"2019-03-03","34.675","35.041","35.153","34.500","18.39M","-1.09%"
"2019-03-02","35.057","35.200","35.420","34.590","26.98M","-0.41%"
"2019-03-01","35.201","34.766","35.981","34.585","40.75M","1.25%"
"2019-02-28","34.766","34.264","35.169","34.111","35.97M","1.47%"
"2019-02-27","34.264","34.970","35.098","33.800","40.59M","-2.02%"
"2019-02-26","34.969","35.950","36.698","34.510","67.85M","-2.73%"
"2019-02-25","35.950","33.110","37.251","33.110","85.88M","8.58%"
"2019-02-24","33.109","36.464","37.684","33.020","125.66M","-9.20%"
"2019-02-23","36.464","35.251","36.725","35.020","37.45M","3.44%"
"2019-02-22","35.251","35.350","35.456","34.711","25.10M","-0.28%"
"2019-02-21","35.350","36.375","36.444","34.800","45.30M","-2.82%"
"2019-02-20","36.375","35.550","36.800","35.004","59.88M","2.32%"
"2019-02-19","35.550","35.189","38.048","35.017","157.99M","1.03%"
"2019-02-18","35.189","33.032","35.875","32.920","134.04M","6.53%"
"2019-02-17","33.032","32.912","33.357","32.650","21.28M","0.35%"
"2019-02-16","32.916","32.997","33.152","32.839","10.46M","-0.24%"
"2019-02-15","32.996","32.917","33.396","32.771","22.39M","0.24%"
"2019-02-14","32.917","33.368","33.435","32.900","20.26M","-1.35%"
"2019-02-13","33.368","33.068","33.987","33.010","32.78M","0.91%"
"2019-02-12","33.068","32.915","33.300","32.599","20.42M","0.46%"
"2019-02-11","32.915","33.444","33.490","32.780","23.23M","-1.58%"
"2019-02-10","33.444","33.730","33.748","32.400","37.94M","-0.85%"
"2019-02-09","33.730","33.603","34.090","33.200","44.99M","0.38%"
"2019-02-08","33.603","31.641","34.450","31.469","73.25M","6.20%"
"2019-02-07","31.641","31.496","31.909","31.346","19.22M","0.45%"
"2019-02-06","31.498","32.498","32.611","31.289","37.19M","-3.08%"
"2019-02-05","32.498","32.425","32.730","32.200","18.34M","0.23%"
"2019-02-04","32.425","32.614","33.100","32.318","23.98M","-0.58%"
"2019-02-03","32.614","33.498","33.650","32.165","31.90M","-2.64%"
"2019-02-02","33.498","33.279","33.814","32.951","29.59M","0.66%"
"2019-02-01","33.279","33.348","33.700","31.898","63.18M","-0.21%"
"2019-01-31","33.348","34.774","36.424","32.656","110.76M","-4.11%"
"2019-01-30","34.779","31.270","35.239","31.024","128.28M","11.22%"
"2019-01-29","31.271","31.839","32.090","30.692","42.20M","-1.78%"
"2019-01-28","31.839","33.316","33.426","30.600","101.56M","-4.43%"
"2019-01-27","33.316","34.243","34.243","33.286","34.66M","-2.71%"
"2019-01-26","34.243","34.373","34.689","34.220","13.38M","-0.38%"
"2019-01-25","34.373","34.549","34.700","34.182","17.79M","-0.51%"
"2019-01-24","34.549","34.511","34.711","34.197","18.24M","0.11%"
"2019-01-23","34.511","34.761","35.005","34.400","25.14M","-0.72%"
"2019-01-22","34.761","34.880","35.000","33.800","40.37M","-0.34%"
"2019-01-21","34.880","34.867","35.340","34.600","26.69M","0.04%"
"2019-01-20","34.867","36.078","36.153","34.521","46.45M","-3.36%"
"2019-01-19","36.078","35.359","36.694","35.359","44.07M","2.03%"
"2019-01-18","35.359","35.685","35.787","35.088","22.37M","-0.91%"
"2019-01-17","35.685","35.744","35.900","35.150","36.31M","-0.17%"
"2019-01-16","35.745","35.300","36.257","35.175","40.06M","1.26%"
"2019-01-15","35.300","35.953","36.348","34.720","41.25M","-1.82%"
"2019-01-14","35.953","34.319","36.800","34.312","56.22M","4.76%"
"2019-01-13","34.318","35.731","36.179","34.103","48.23M","-3.95%"
"2019-01-12","35.731","35.797","36.198","35.522","25.58M","-0.18%"
"2019-01-11","35.797","35.881","37.156","35.337","66.70M","-0.23%"
"2019-01-10","35.881","39.830","41.270","35.150","159.11M","-9.87%"
"2019-01-09","39.810","39.679","40.118","39.446","40.39M","0.33%"
"2019-01-08","39.679","39.504","40.390","39.026","51.67M","0.45%"
"2019-01-07","39.503","39.447","40.545","39.097","75.71M","0.14%"
"2019-01-06","39.447","38.259","39.800","38.014","56.35M","3.11%"
"2019-01-05","38.259","38.610","39.300","38.201","52.80M","-0.91%"
"2019-01-04","38.610","38.304","38.977","37.800","94.38M","0.80%"
"2019-01-03","38.304","39.918","40.004","37.900","105.09M","-4.04%"
"2019-01-02","39.918","39.975","40.798","39.001","145.46M","-0.01%"
"2019-01-01","39.920","38.379","39.975","38.102","91.24M","4.02%"
"2018-12-31","38.379","40.769","41.182","37.951","177.85M","-5.86%"
"2018-12-30","40.769","39.600","40.769","39.211","134.53M","2.91%"
"2018-12-29","39.618","41.300","42.500","39.580","230.65M","-4.07%"
"2018-12-28","41.300","37.500","41.849","36.692","259.37M","10.13%"
"2018-12-27","37.500","42.030","42.040","36.320","185.74M","-10.78%"
"2018-12-26","42.030","41.890","43.301","39.710","267.87M","0.33%"
"2018-12-25","41.890","44.513","44.900","40.120","410.17M","-5.89%"
"2018-12-24","44.513","40.902","49.986","40.902","661.29M","8.83%"
"2018-12-23","40.902","39.900","42.300","39.777","242.18M","2.51%"
"2018-12-22","39.900","39.482","40.250","38.249","180.05M","1.06%"
"2018-12-21","39.482","41.550","42.487","38.902","252.72M","-5.06%"
"2018-12-20","41.588","38.840","43.110","38.218","437.30M","7.05%"
"2018-12-19","38.850","39.543","44.520","38.400","564.65M","-1.70%"
"2018-12-18","39.523","36.819","39.598","35.940","356.99M","7.34%"
"2018-12-17","36.819","32.286","38.458","32.051","302.94M","14.04%"
"2018-12-16","32.286","31.954","33.136","31.900","147.23M","1.01%"
"2018-12-15","31.963","32.360","32.789","31.530","96.82M","-1.23%"
"2018-12-14","32.360","33.749","33.846","31.631","140.82M","-4.04%"
"2018-12-13","33.724","34.400","34.500","33.382","98.94M","-1.97%"
"2018-12-12","34.400","33.646","35.001","33.531","154.22M","2.38%"
"2018-12-11","33.601","33.780","35.000","33.250","129.78M","-0.53%"
"2018-12-10","33.780","34.623","35.150","33.100","150.90M","-2.45%"
"2018-12-09","34.630","34.030","36.000","33.602","178.05M","1.76%"
"2018-12-08","34.030","33.680","36.058","32.927","228.89M","1.04%"
"2018-12-07","33.680","34.603","35.220","32.480","321.98M","-2.67%"
"2018-12-06","34.603","37.811","38.450","34.450","253.14M","-8.46%"
"2018-12-05","37.800","39.250","39.410","37.711","147.17M","-3.69%"
"2018-12-04","39.250","39.100","40.575","38.001","187.78M","0.38%"
"2018-12-03","39.100","41.540","41.597","39.004","145.54M","-5.88%"
"2018-12-02","41.541","41.950","42.690","40.911","123.29M","-0.97%"
"2018-12-01","41.950","40.882","42.900","40.110","201.17M","2.61%"
"2018-11-30","40.882","42.855","43.100","39.620","223.98M","-4.60%"
"2018-11-29","42.855","44.221","44.452","42.052","239.06M","-2.96%"
"2018-11-28","44.160","40.564","45.445","40.564","345.16M","8.87%"
